state,institution,year,faculty,enrolments
Victoria,Non-University Higher Education Providers,2020,Creative Arts,2143
Victoria,Non-University Higher Education Providers,2020,"Food, Hospitality and Personal Services",135
Victoria,Non-University Higher Education Providers,2020,Non-Award Courses,14
Victoria,Non-University Higher Education Providers,2021,Natural and Physical Sciences,239
Victoria,Non-University Higher Education Providers,2021,Information Technology,7109
Victoria,Non-University Higher Education Providers,2021,Engineering and Related Technologies,536
Victoria,Non-University Higher Education Providers,2021,Architecture and Building,246
Victoria,Non-University Higher Education Providers,2021,"Agriculture, Environmental and Related Studies",235
Victoria,Non-University Higher Education Providers,2021,Health,2246
Victoria,Non-University Higher Education Providers,2021,Education,1524
Victoria,Non-University Higher Education Providers,2021,Management and Commerce,6850
Victoria,Non-University Higher Education Providers,2021,Society and Culture,6799
Victoria,Non-University Higher Education Providers,2021,Creative Arts,1842
Victoria,Non-University Higher Education Providers,2021,"Food, Hospitality and Personal Services",116
Victoria,Non-University Higher Education Providers,2021,Non-Award Courses,12
Victoria,Non-University Higher Education Providers,2022,Natural and Physical Sciences,204
Victoria,Non-University Higher Education Providers,2022,Information Technology,6056
Victoria,Non-University Higher Education Providers,2022,Engineering and Related Technologies,457
Victoria,Non-University Higher Education Providers,2022,Architecture and Building,210
Victoria,Non-University Higher Education Providers,2022,"Agriculture, Environmental and Related Studies",200
Victoria,Non-University Higher Education Providers,2022,Health,1914
Victoria,Non-University Higher Education Providers,2022,Education,1298
Victoria,Non-University Higher Education Providers,2022,Management and Commerce,5835
Victoria,Non-University Higher Education Providers,2022,Society and Culture,5792
Victoria,Non-University Higher Education Providers,2022,Creative Arts,1569
Victoria,Non-University Higher Education Providers,2022,"Food, Hospitality and Personal Services",99
Victoria,Non-University Higher Education Providers,2022,Non-Award Courses,10
Victoria,Non-University Higher Education Providers,2023,Natural and Physical Sciences,244
Victoria,Non-University Higher Education Providers,2023,Information Technology,7250
Victoria,Non-University Higher Education Providers,2023,Engineering and Related Technologies,547
Victoria,Non-University Higher Education Providers,2023,Architecture and Building,251
Victoria,Non-University Higher Education Providers,2023,"Agriculture, Environmental and Related Studies",239
Victoria,Non-University Higher Education Providers,2023,Health,2291
Victoria,Non-University Higher Education Providers,2023,Education,1554
Victoria,Non-University Higher Education Providers,2023,Management and Commerce,6986
Victoria,Non-University Higher Education Providers,2023,Society and Culture,6934
Victoria,Non-University Higher Education Providers,2023,Creative Arts,1879
Victoria,Non-University Higher Education Providers,2023,"Food, Hospitality and Personal Services",118
Victoria,Non-University Higher Education Providers,2023,Non-Award Courses,12
Victoria,Non-University Higher Education Providers,2024,Natural and Physical Sciences,307
Victoria,Non-University Higher Education Providers,2024,Information Technology,9120
Victoria,Non-University Higher Education Providers,2024,Engineering and Related Technologies,688
Victoria,Non-University Higher Education Providers,2024,Architecture and Building,316
Victoria,Non-University Higher Education Providers,2024,"Agriculture, Environmental and Related Studies",301
Victoria,Non-University Higher Education Providers,2024,Health,2882
Victoria,Non-University Higher Education Providers,2024,Education,1955
Victoria,Non-University Higher Education Providers,2024,Management and Commerce,8788
Victoria,Non-University Higher Education Providers,2024,Society and Culture,8722
Victoria,Non-University Higher Education Providers,2024,Creative Arts,2363
Victoria,Non-University Higher Education Providers,2024,"Food, Hospitality and Personal Services",149
Victoria,Non-University Higher Education Providers,2024,Non-Award Courses,15
Victoria,RMIT University,2020,Natural and Physical Sciences,4221
Victoria,RMIT University,2020,Information Technology,7678
Victoria,RMIT University,2020,Engineering and Related Technologies,10703
Victoria,RMIT University,2020,Architecture and Building,4234
Victoria,RMIT University,2020,"Agriculture, Environmental and Related Studies",328
Victoria,RMIT University,2020,Health,3478
Victoria,RMIT University,2020,Education,1590
Victoria,RMIT University,2020,Management and Commerce,26187
Victoria,RMIT University,2020,Society and Culture,6057
Victoria,RMIT University,2020,Creative Arts,11059
Victoria,RMIT University,2020,Non-Award Courses,279
Victoria,RMIT University,2021,Natural and Physical Sciences,4307
Victoria,RMIT University,2021,Information Technology,7834
Victoria,RMIT University,2021,Engineering and Related Technologies,10920
Victoria,RMIT University,2021,Architecture and Building,4320
Victoria,RMIT University,2021,"Agriculture, Environmental and Related Studies",335
Victoria,RMIT University,2021,Health,3549
Victoria,RMIT University,2021,Education,1622
Victoria,RMIT University,2021,Management and Commerce,26719
Victoria,RMIT University,2021,Society and Culture,6180
Victoria,RMIT University,2021,Creative Arts,11283
Victoria,RMIT University,2021,Non-Award Courses,285
Victoria,RMIT University,2022,Natural and Physical Sciences,4122
Victoria,RMIT University,2022,Information Technology,7497
Victoria,RMIT University,2022,Engineering and Related Technologies,10450
Victoria,RMIT University,2022,Architecture and Building,4134
Victoria,RMIT University,2022,"Agriculture, Environmental and Related Studies",321
Victoria,RMIT University,2022,Health,3396
Victoria,RMIT University,2022,Education,1553
Victoria,RMIT University,2022,Management and Commerce,25569
Victoria,RMIT University,2022,Society and Culture,5914
Victoria,RMIT University,2022,Creative Arts,10798
Victoria,RMIT University,2022,Non-Award Courses,273
Victoria,RMIT University,2023,Natural and Physical Sciences,4149
Victoria,RMIT University,2023,Information Technology,7546
Victoria,RMIT University,2023,Engineering and Related Technologies,10520
Victoria,RMIT University,2023,Architecture and Building,4161
Victoria,RMIT University,2023,"Agriculture, Environmental and Related Studies",323
Victoria,RMIT University,2023,Health,3419
Victoria,RMIT University,2023,Education,1563
Victoria,RMIT University,2023,Management and Commerce,25739
Victoria,RMIT University,2023,Society and Culture,5953
Victoria,RMIT University,2023,Creative Arts,10869
Victoria,RMIT University,2023,Non-Award Courses,274
Victoria,RMIT University,2024,Natural and Physical Sciences,4295
Victoria,RMIT University,2024,Information Technology,7812
Victoria,RMIT University,2024,Engineering and Related Technologies,10890
Victoria,RMIT University,2024,Architecture and Building,4308
Victoria,RMIT University,2024,"Agriculture, Environmental and Related Studies",334
Victoria,RMIT University,2024,Health,3539
Victoria,RMIT University,2024,Education,1618
Victoria,RMIT University,2024,Management and Commerce,26645
Victoria,RMIT University,2024,Society and Culture,6163
Victoria,RMIT University,2024,Creative Arts,11252
Victoria,RMIT University,2024,Non-Award Courses,284
Victoria,Swinburne University of Technology,2020,Natural and Physical Sciences,1016
Victoria,Swinburne University of Technology,2020,Information Technology,6798
Victoria,Swinburne University of Technology,2020,Engineering and Related Technologies,4429
Victoria,Swinburne University of Technology,2020,Architecture and Building,694
Victoria,Swinburne University of Technology,2020,"Agriculture, Environmental and Related Studies",21
Victoria,Swinburne University of Technology,2020,Health,2003
Victoria,Swinburne University of Technology,2020,Education,8678
Victoria,Swinburne University of Technology,2020,Management and Commerce,8558
Victoria,Swinburne University of Technology,2020,Society and Culture,6460
Victoria,Swinburne University of Technology,2020,Creative Arts,4385
Victoria,Swinburne University of Technology,2020,Non-Award Courses,208
Victoria,Swinburne University of Technology,2021,Natural and Physical Sciences,1016
Victoria,Swinburne University of Technology,2021,Information Technology,6793
Victoria,Swinburne University of Technology,2021,Engineering and Related Technologies,4426
Victoria,Swinburne University of Technology,2021,Architecture and Building,693
Victoria,Swinburne University of Technology,2021,"Agriculture, Environmental and Related Studies",21
Victoria,Swinburne University of Technology,2021,Health,2001
Victoria,Swinburne University of Technology,2021,Education,8671
Victoria,Swinburne University of Technology,2021,Management and Commerce,8551
Victoria,Swinburne University of Technology,2021,Society and Culture,6454
Victoria,Swinburne University of Technology,2021,Creative Arts,4382
Victoria,Swinburne University of Technology,2021,Non-Award Courses,207
Victoria,Swinburne University of Technology,2022,Natural and Physical Sciences,1000
Victoria,Swinburne University of Technology,2022,Information Technology,6686
Victoria,Swinburne University of Technology,2022,Engineering and Related Technologies,4356
Victoria,Swinburne University of Technology,2022,Architecture and Building,682
Victoria,Swinburne University of Technology,2022,"Agriculture, Environmental and Related Studies",21
Victoria,Swinburne University of Technology,2022,Health,1970
Victoria,Swinburne University of Technology,2022,Education,8535
Victoria,Swinburne University of Technology,2022,Management and Commerce,8417
Victoria,Swinburne University of Technology,2022,Society and Culture,6353
Victoria,Swinburne University of Technology,2022,Creative Arts,4313
Victoria,Swinburne University of Technology,2022,Non-Award Courses,204
Victoria,Swinburne University of Technology,2023,Natural and Physical Sciences,1100
Victoria,Swinburne University of Technology,2023,Information Technology,7359
Victoria,Swinburne University of Technology,2023,Engineering and Related Technologies,4795
Victoria,Swinburne University of Technology,2023,Architecture and Building,751
Victoria,Swinburne University of Technology,2023,"Agriculture, Environmental and Related Studies",23
Victoria,Swinburne University of Technology,2023,Health,2168
Victoria,Swinburne University of Technology,2023,Education,9394
Victoria,Swinburne University of Technology,2023,Management and Commerce,9264
Victoria,Swinburne University of Technology,2023,Society and Culture,6992
Victoria,Swinburne University of Technology,2023,Creative Arts,4747
Victoria,Swinburne University of Technology,2023,Non-Award Courses,225
Victoria,Swinburne University of Technology,2024,Natural and Physical Sciences,1102
Victoria,Swinburne University of Technology,2024,Information Technology,7370
Victoria,Swinburne University of Technology,2024,Engineering and Related Technologies,4802
Victoria,Swinburne University of Technology,2024,Architecture and Building,752
Victoria,Swinburne University of Technology,2024,"Agriculture, Environmental and Related Studies",23
Victoria,Swinburne University of Technology,2024,Health,2171
Victoria,Swinburne University of Technology,2024,Education,9408
Victoria,Swinburne University of Technology,2024,Management and Commerce,9278
Victoria,Swinburne University of Technology,2024,Society and Culture,7003
Victoria,Swinburne University of Technology,2024,Creative Arts,4754
Victoria,Swinburne University of Technology,2024,Non-Award Courses,225
Victoria,The University of Melbourne,2020,Natural and Physical Sciences,15447
Victoria,The University of Melbourne,2020,Information Technology,2666
Victoria,The University of Melbourne,2020,Engineering and Related Technologies,2536
Victoria,The University of Melbourne,2020,Architecture and Building,3759
Victoria,The University of Melbourne,2020,"Agriculture, Environmental and Related Studies",1513
Victoria,The University of Melbourne,2020,Health,7881
Victoria,The University of Melbourne,2020,Education,4015
Victoria,The University of Melbourne,2020,Management and Commerce,13738
Victoria,The University of Melbourne,2020,Society and Culture,13854
Victoria,The University of Melbourne,2020,Creative Arts,3781
Victoria,The University of Melbourne,2020,Non-Award Courses,719
Victoria,The University of Melbourne,2021,Natural and Physical Sciences,15709
Victoria,The University of Melbourne,2021,Information Technology,2711
Victoria,The University of Melbourne,2021,Engineering and Related Technologies,2579
Victoria,The University of Melbourne,2021,Architecture and Building,3823
Victoria,The University of Melbourne,2021,"Agriculture, Environmental and Related Studies",1539
Victoria,The University of Melbourne,2021,Health,8014
Victoria,The University of Melbourne,2021,Education,4083
Victoria,The University of Melbourne,2021,Management and Commerce,13971
Victoria,The University of Melbourne,2021,Society and Culture,14088
Victoria,The University of Melbourne,2021,Creative Arts,3845
Victoria,The University of Melbourne,2021,Non-Award Courses,731
Victoria,The University of Melbourne,2022,Natural and Physical Sciences,15500
Victoria,The University of Melbourne,2022,Information Technology,2675
Victoria,The University of Melbourne,2022,Engineering and Related Technologies,2544
Victoria,The University of Melbourne,2022,Architecture and Building,3772
Victoria,The University of Melbourne,2022,"Agriculture, Environmental and Related Studies",1519
Victoria,The University of Melbourne,2022,Health,7907
Victoria,The University of Melbourne,2022,Education,4028
Victoria,The University of Melbourne,2022,Management and Commerce,13785
Victoria,The University of Melbourne,2022,Society and Culture,13901
Victoria,The University of Melbourne,2022,Creative Arts,3794
Victoria,The University of Melbourne,2022,Non-Award Courses,721
Victoria,The University of Melbourne,2023,Natural and Physical Sciences,15964
Victoria,The University of Melbourne,2023,Information Technology,2755
Victoria,The University of Melbourne,2023,Engineering and Related Technologies,2620
Victoria,The University of Melbourne,2023,Architecture and Building,3885
Victoria,The University of Melbourne,2023,"Agriculture, Environmental and Related Studies",1564
Victoria,The University of Melbourne,2023,Health,8144
Victoria,The University of Melbourne,2023,Education,4149
Victoria,The University of Melbourne,2023,Management and Commerce,14197
Victoria,The University of Melbourne,2023,Society and Culture,14316
Victoria,The University of Melbourne,2023,Creative Arts,3907
Victoria,The University of Melbourne,2023,Non-Award Courses,743
Victoria,The University of Melbourne,2024,Natural and Physical Sciences,16699
Victoria,The University of Melbourne,2024,Information Technology,2882
Victoria,The University of Melbourne,2024,Engineering and Related Technologies,2741
Victoria,The University of Melbourne,2024,Architecture and Building,4064
Victoria,The University of Melbourne,2024,"Agriculture, Environmental and Related Studies",1636
Victoria,The University of Melbourne,2024,Health,8519
Victoria,The University of Melbourne,2024,Education,4340
Victoria,The University of Melbourne,2024,Management and Commerce,14851
Victoria,The University of Melbourne,2024,Society and Culture,14976
Victoria,The University of Melbourne,2024,Creative Arts,4087
Victoria,The University of Melbourne,2024,Non-Award Courses,777
Victoria,University of Divinity,2020,Society and Culture,1410
Victoria,University of Divinity,2020,Non-Award Courses,58
Victoria,University of Divinity,2021,Society and Culture,1348
Victoria,University of Divinity,2021,Non-Award Courses,55
Victoria,University of Divinity,2022,Society and Culture,1332
Victoria,University of Divinity,2022,Non-Award Courses,55
Victoria,University of Divinity,2023,Society and Culture,1232
Victoria,University of Divinity,2023,Non-Award Courses,50
Victoria,University of Divinity,2024,Society and Culture,1196
Victoria,University of Divinity,2024,Non-Award Courses,49
Victoria,Victoria University,2020,Natural and Physical Sciences,471
Victoria,Victoria University,2020,Information Technology,2831
Victoria,Victoria University,2020,Engineering and Related Technologies,337
Victoria,Victoria University,2020,Architecture and Building,680
Victoria,Victoria University,2020,"Agriculture, Environmental and Related Studies",113
Victoria,Victoria University,2020,Health,5418
Victoria,Victoria University,2020,Education,8151
Victoria,Victoria University,2020,Management and Commerce,6156
Victoria,Victoria University,2020,Society and Culture,4044
Victoria,Victoria University,2020,Creative Arts,171
Victoria,Victoria University,2020,Mixed Field Programmes,159
Victoria,Victoria University,2020,Non-Award Courses,283
Victoria,Victoria University,2021,Natural and Physical Sciences,467
Victoria,Victoria University,2021,Information Technology,2810
Victoria,Victoria University,2021,Engineering and Related Technologies,335
Victoria,Victoria University,2021,Architecture and Building,675
Victoria,Victoria University,2021,"Agriculture, Environmental and Related Studies",112
Victoria,Victoria University,2021,Health,5378
Victoria,Victoria University,2021,Education,8091
Victoria,Victoria University,2021,Management and Commerce,6111
Victoria,Victoria University,2021,Society and Culture,4014
Victoria,Victoria University,2021,Creative Arts,170
Victoria,Victoria University,2021,Mixed Field Programmes,158
Victoria,Victoria University,2021,Non-Award Courses,281
Victoria,Victoria University,2022,Natural and Physical Sciences,492
Victoria,Victoria University,2022,Information Technology,2957
Victoria,Victoria University,2022,Engineering and Related Technologies,352
Victoria,Victoria University,2022,Architecture and Building,711
Victoria,Victoria University,2022,"Agriculture, Environmental and Related Studies",118
Victoria,Victoria University,2022,Health,5660
Victoria,Victoria University,2022,Education,8516
Victoria,Victoria University,2022,Management and Commerce,6432
Victoria,Victoria University,2022,Society and Culture,4225
Victoria,Victoria University,2022,Creative Arts,179
Victoria,Victoria University,2022,Mixed Field Programmes,166
Victoria,Victoria University,2022,Non-Award Courses,296
Victoria,Victoria University,2023,Natural and Physical Sciences,550
Victoria,Victoria University,2023,Information Technology,3307
Victoria,Victoria University,2023,Engineering and Related Technologies,394
Victoria,Victoria University,2023,Architecture and Building,795
Victoria,Victoria University,2023,"Agriculture, Environmental and Related Studies",132
Victoria,Victoria University,2023,Health,6329
Victoria,Victoria University,2023,Education,9522
Victoria,Victoria University,2023,Management and Commerce,7192
Victoria,Victoria University,2023,Society and Culture,4724
Victoria,Victoria University,2023,Creative Arts,200
Victoria,Victoria University,2023,Mixed Field Programmes,186
Victoria,Victoria University,2023,Non-Award Courses,331
Victoria,Victoria University,2024,Natural and Physical Sciences,572
Victoria,Victoria University,2024,Information Technology,3440
Victoria,Victoria University,2024,Engineering and Related Technologies,410
Victoria,Victoria University,2024,Architecture and Building,827
Victoria,Victoria University,2024,"Agriculture, Environmental and Related Studies",137
Victoria,Victoria University,2024,Health,6584
Victoria,Victoria University,2024,Education,9906
Victoria,Victoria University,2024,Management and Commerce,7482
Victoria,Victoria University,2024,Society and Culture,4915
Victoria,Victoria University,2024,Creative Arts,208
Victoria,Victoria University,2024,Mixed Field Programmes,193
Victoria,Victoria University,2024,Non-Award Courses,344
Western Australia,Curtin University,2020,Natural and Physical Sciences,3878
Western Australia,Curtin University,2020,Information Technology,2167
Western Australia,Curtin University,2020,Engineering and Related Technologies,5405
Western Australia,Curtin University,2020,Architecture and Building,2177
Western Australia,Curtin University,2020,"Agriculture, Environmental and Related Studies",241
Western Australia,Curtin University,2020,Health,9355
Western Australia,Curtin University,2020,Education,6475
Western Australia,Curtin University,2020,Management and Commerce,11259
Western Australia,Curtin University,2020,Society and Culture,7921
Western Australia,Curtin University,2020,Creative Arts,2217
Western Australia,Curtin University,2020,Non-Award Courses,339
Western Australia,Curtin University,2021,Natural and Physical Sciences,3928
Western Australia,Curtin University,2021,Information Technology,2195
Western Australia,Curtin University,2021,Engineering and Related Technologies,5475
Western Australia,Curtin University,2021,Architecture and Building,2205
Western Australia,Curtin University,2021,"Agriculture, Environmental and Related Studies",244
Western Australia,Curtin University,2021,Health,9476
Western Australia,Curtin University,2021,Education,6559
Western Australia,Curtin University,2021,Management and Commerce,11404
Western Australia,Curtin University,2021,Society and Culture,8023
Western Australia,Curtin University,2021,Creative Arts,2246
Western Australia,Curtin University,2021,Non-Award Courses,344
Western Australia,Curtin University,2022,Natural and Physical Sciences,3888
Western Australia,Curtin University,2022,Information Technology,2172
Western Australia,Curtin University,2022,Engineering and Related Technologies,5419
Western Australia,Curtin University,2022,Architecture and Building,2183
Western Australia,Curtin University,2022,"Agriculture, Environmental and Related Studies",241
Western Australia,Curtin University,2022,Health,9378
Western Australia,Curtin University,2022,Education,6491
Western Australia,Curtin University,2022,Management and Commerce,11287
Western Australia,Curtin University,2022,Society and Culture,7941
Western Australia,Curtin University,2022,Creative Arts,2222
Western Australia,Curtin University,2022,Non-Award Courses,340
Western Australia,Curtin University,2023,Natural and Physical Sciences,4048
Western Australia,Curtin University,2023,Information Technology,2262
Western Australia,Curtin University,2023,Engineering and Related Technologies,5641
Western Australia,Curtin University,2023,Architecture and Building,2273
Western Australia,Curtin University,2023,"Agriculture, Environmental and Related Studies",251
Western Australia,Curtin University,2023,Health,9764
Western Australia,Curtin University,2023,Education,6758
Western Australia,Curtin University,2023,Management and Commerce,11751
Western Australia,Curtin University,2023,Society and Culture,8267
Western Australia,Curtin University,2023,Creative Arts,2314
Western Australia,Curtin University,2023,Non-Award Courses,354
Western Australia,Curtin University,2024,Natural and Physical Sciences,4412
Western Australia,Curtin University,2024,Information Technology,2465
Western Australia,Curtin University,2024,Engineering and Related Technologies,6149
Western Australia,Curtin University,2024,Architecture and Building,2477
Western Australia,Curtin University,2024,"Agriculture, Environmental and Related Studies",274
Western Australia,Curtin University,2024,Health,10642
Western Australia,Curtin University,2024,Education,7366
Western Australia,Curtin University,2024,Management and Commerce,12808
Western Australia,Curtin University,2024,Society and Culture,9011
Western Australia,Curtin University,2024,Creative Arts,2522
Western Australia,Curtin University,2024,Non-Award Courses,386
Western Australia,Edith Cowan University,2020,Natural and Physical Sciences,1200
Western Australia,Edith Cowan University,2020,Information Technology,3107
Western Australia,Edith Cowan University,2020,Engineering and Related Technologies,2016
Western Australia,Edith Cowan University,2020,"Agriculture, Environmental and Related Studies",344
Western Australia,Edith Cowan University,2020,Health,7257
Western Australia,Edith Cowan University,2020,Education,6236
Western Australia,Edith Cowan University,2020,Management and Commerce,4938
Western Australia,Edith Cowan University,2020,Society and Culture,4471
Western Australia,Edith Cowan University,2020,Creative Arts,1541
Western Australia,Edith Cowan University,2020,Mixed Field Programmes,4
Western Australia,Edith Cowan University,2020,Non-Award Courses,76
Western Australia,Edith Cowan University,2021,Natural and Physical Sciences,1163
Western Australia,Edith Cowan University,2021,Information Technology,3013
Western Australia,Edith Cowan University,2021,Engineering and Related Technologies,1954
Western Australia,Edith Cowan University,2021,"Agriculture, Environmental and Related Studies",334
Western Australia,Edith Cowan University,2021,Health,7036
Western Australia,Edith Cowan University,2021,Education,6046
Western Australia,Edith Cowan University,2021,Management and Commerce,4787
Western Australia,Edith Cowan University,2021,Society and Culture,4335
Western Australia,Edith Cowan University,2021,Creative Arts,1494
Western Australia,Edith Cowan University,2021,Mixed Field Programmes,4
Western Australia,Edith Cowan University,2021,Non-Award Courses,74
Western Australia,Edith Cowan University,2022,Natural and Physical Sciences,1103
Western Australia,Edith Cowan University,2022,Information Technology,2858
Western Australia,Edith Cowan University,2022,Engineering and Related Technologies,1854
Western Australia,Edith Cowan University,2022,"Agriculture, Environmental and Related Studies",317
Western Australia,Edith Cowan University,2022,Health,6675
Western Australia,Edith Cowan University,2022,Education,5736
Western Australia,Edith Cowan University,2022,Management and Commerce,4542
Western Australia,Edith Cowan University,2022,Society and Culture,4113
Western Australia,Edith Cowan University,2022,Creative Arts,1418
Western Australia,Edith Cowan University,2022,Mixed Field Programmes,4
Western Australia,Edith Cowan University,2022,Non-Award Courses,70
Western Australia,Edith Cowan University,2023,Natural and Physical Sciences,1154
Western Australia,Edith Cowan University,2023,Information Technology,2988
Western Australia,Edith Cowan University,2023,Engineering and Related Technologies,1939
Western Australia,Edith Cowan University,2023,"Agriculture, Environmental and Related Studies",331
Western Australia,Edith Cowan University,2023,Health,6979
Western Australia,Edith Cowan University,2023,Education,5998
Western Australia,Edith Cowan University,2023,Management and Commerce,4749
Western Australia,Edith Cowan University,2023,Society and Culture,4300
Western Australia,Edith Cowan University,2023,Creative Arts,1482
Western Australia,Edith Cowan University,2023,Mixed Field Programmes,4
Western Australia,Edith Cowan University,2023,Non-Award Courses,73
Western Australia,Edith Cowan University,2024,Natural and Physical Sciences,1198
Western Australia,Edith Cowan University,2024,Information Technology,3103
Western Australia,Edith Cowan University,2024,Engineering and Related Technologies,2013
Western Australia,Edith Cowan University,2024,"Agriculture, Environmental and Related Studies",344
Western Australia,Edith Cowan University,2024,Health,7247
Western Australia,Edith Cowan University,2024,Education,6228
Western Australia,Edith Cowan University,2024,Management and Commerce,4931
Western Australia,Edith Cowan University,2024,Society and Culture,4465
Western Australia,Edith Cowan University,2024,Creative Arts,1539
Western Australia,Edith Cowan University,2024,Mixed Field Programmes,4
Western Australia,Edith Cowan University,2024,Non-Award Courses,76
Western Australia,Murdoch University,2020,Natural and Physical Sciences,2444
Western Australia,Murdoch University,2020,Information Technology,3335
Western Australia,Murdoch University,2020,Engineering and Related Technologies,754
Western Australia,Murdoch University,2020,"Agriculture, Environmental and Related Studies",1003
Western Australia,Murdoch University,2020,Health,2817
Western Australia,Murdoch University,2020,Education,1641
Western Australia,Murdoch University,2020,Management and Commerce,6487
Western Australia,Murdoch University,2020,Society and Culture,6074
Western Australia,Murdoch University,2020,Creative Arts,842
Western Australia,Murdoch University,2020,Mixed Field Programmes,518
Western Australia,Murdoch University,2020,Non-Award Courses,244
Western Australia,Murdoch University,2021,Natural and Physical Sciences,2243
Western Australia,Murdoch University,2021,Information Technology,3061
Western Australia,Murdoch University,2021,Engineering and Related Technologies,692
Western Australia,Murdoch University,2021,"Agriculture, Environmental and Related Studies",920
Western Australia,Murdoch University,2021,Health,2585
Western Australia,Murdoch University,2021,Education,1505
Western Australia,Murdoch University,2021,Management and Commerce,5953
Western Australia,Murdoch University,2021,Society and Culture,5574
Western Australia,Murdoch University,2021,Creative Arts,772
Western Australia,Murdoch University,2021,Mixed Field Programmes,475
Western Australia,Murdoch University,2021,Non-Award Courses,224
Western Australia,Murdoch University,2022,Natural and Physical Sciences,2046
Western Australia,Murdoch University,2022,Information Technology,2792
Western Australia,Murdoch University,2022,Engineering and Related Technologies,631
Western Australia,Murdoch University,2022,"Agriculture, Environmental and Related Studies",839
Western Australia,Murdoch University,2022,Health,2358
Western Australia,Murdoch University,2022,Education,1373
Western Australia,Murdoch University,2022,Management and Commerce,5430
Western Australia,Murdoch University,2022,Society and Culture,5084
Western Australia,Murdoch University,2022,Creative Arts,705
Western Australia,Murdoch University,2022,Mixed Field Programmes,433
Western Australia,Murdoch University,2022,Non-Award Courses,204
Western Australia,Murdoch University,2023,Natural and Physical Sciences,2319
Western Australia,Murdoch University,2023,Information Technology,3164
Western Australia,Murdoch University,2023,Engineering and Related Technologies,715
Western Australia,Murdoch University,2023,"Agriculture, Environmental and Related Studies",951
Western Australia,Murdoch University,2023,Health,2672
Western Australia,Murdoch University,2023,Education,1556
Western Australia,Murdoch University,2023,Management and Commerce,6154
Western Australia,Murdoch University,2023,Society and Culture,5762
Western Australia,Murdoch University,2023,Creative Arts,799
Western Australia,Murdoch University,2023,Mixed Field Programmes,491
Western Australia,Murdoch University,2023,Non-Award Courses,232
Western Australia,Murdoch University,2024,Natural and Physical Sciences,2384
Western Australia,Murdoch University,2024,Information Technology,3253
Western Australia,Murdoch University,2024,Engineering and Related Technologies,735
Western Australia,Murdoch University,2024,"Agriculture, Environmental and Related Studies",978
Western Australia,Murdoch University,2024,Health,2747
Western Australia,Murdoch University,2024,Education,1600
Western Australia,Murdoch University,2024,Management and Commerce,6327
Western Australia,Murdoch University,2024,Society and Culture,5924
Western Australia,Murdoch University,2024,Creative Arts,821
Western Australia,Murdoch University,2024,Mixed Field Programmes,505
Western Australia,Murdoch University,2024,Non-Award Courses,238
Western Australia,Non-University Higher Education Providers,2020,Information Technology,898
Western Australia,Non-University Higher Education Providers,2020,Engineering and Related Technologies,1340
Western Australia,Non-University Higher Education Providers,2020,Architecture and Building,51
Western Australia,Non-University Higher Education Providers,2020,Health,886
Western Australia,Non-University Higher Education Providers,2020,Management and Commerce,1220
Western Australia,Non-University Higher Education Providers,2020,Society and Culture,45
Western Australia,Non-University Higher Education Providers,2020,Creative Arts,267
Western Australia,Non-University Higher Education Providers,2020,"Food, Hospitality and Personal Services",41
Western Australia,Non-University Higher Education Providers,2020,Non-Award Courses,66
Western Australia,Non-University Higher Education Providers,2021,Information Technology,862
Western Australia,Non-University Higher Education Providers,2021,Engineering and Related Technologies,1286
Western Australia,Non-University Higher Education Providers,2021,Architecture and Building,49
Western Australia,Non-University Higher Education Providers,2021,Health,850
Western Australia,Non-University Higher Education Providers,2021,Management and Commerce,1171
Western Australia,Non-University Higher Education Providers,2021,Society and Culture,43
Western Australia,Non-University Higher Education Providers,2021,Creative Arts,256
Western Australia,Non-University Higher Education Providers,2021,"Food, Hospitality and Personal Services",40
Western Australia,Non-University Higher Education Providers,2021,Non-Award Courses,63
Western Australia,Non-University Higher Education Providers,2022,Information Technology,1007
Western Australia,Non-University Higher Education Providers,2022,Engineering and Related Technologies,1502
Western Australia,Non-University Higher Education Providers,2022,Architecture and Building,57
Western Australia,Non-University Higher Education Providers,2022,Health,993
Western Australia,Non-University Higher Education Providers,2022,Management and Commerce,1368
Western Australia,Non-University Higher Education Providers,2022,Society and Culture,50
Western Australia,Non-University Higher Education Providers,2022,Creative Arts,300
Western Australia,Non-University Higher Education Providers,2022,"Food, Hospitality and Personal Services",46
Western Australia,Non-University Higher Education Providers,2022,Non-Award Courses,74
Western Australia,Non-University Higher Education Providers,2023,Information Technology,1390
Western Australia,Non-University Higher Education Providers,2023,Engineering and Related Technologies,2073
Western Australia,Non-University Higher Education Providers,2023,Architecture and Building,79
Western Australia,Non-University Higher Education Providers,2023,Health,1371
Western Australia,Non-University Higher Education Providers,2023,Management and Commerce,1888
Western Australia,Non-University Higher Education Providers,2023,Society and Culture,69
Western Australia,Non-University Higher Education Providers,2023,Creative Arts,413
Western Australia,Non-University Higher Education Providers,2023,"Food, Hospitality and Personal Services",64
Western Australia,Non-University Higher Education Providers,2023,Non-Award Courses,102
Western Australia,Non-University Higher Education Providers,2024,Information Technology,1543
Western Australia,Non-University Higher Education Providers,2024,Engineering and Related Technologies,2302
Western Australia,Non-University Higher Education Providers,2024,Architecture and Building,88
Western Australia,Non-University Higher Education Providers,2024,Health,1522
Western Australia,Non-University Higher Education Providers,2024,Management and Commerce,2096
Western Australia,Non-University Higher Education Providers,2024,Society and Culture,77
